task,horizon,local_model,global_model,fold,ticker,n,local_primary,global_primary,global_improvement_vs_local_pct,test_start,test_end
regression,10,ridge,ridge,1,NVDA,245,0.1312105532969155,0.1293836309313597,1.3923593184015146,2021-09-30,2022-09-20
regression,10,ridge,ridge,1,PETR4.SA,243,0.07927867121060611,0.07977985275374037,-0.6321770224968323,2021-09-30,2022-09-20
regression,10,ridge,ridge,1,SPY,245,0.045057676717483244,0.04484428978222171,0.4735861917592825,2021-09-30,2022-09-20
regression,10,ridge,ridge,1,VALE3.SA,243,0.07638476648346197,0.07685871994191448,-0.6204816487265516,2021-09-30,2022-09-20
regression,10,ridge,ridge,1,WEGE3.SA,243,0.0750190855199509,0.07262050232039033,3.1972973049940507,2021-09-30,2022-09-20
regression,10,ridge,ridge,2,AAPL,244,0.05131422720397453,0.050666192728097845,1.262874861781979,2022-09-21,2023-09-11
regression,10,ridge,ridge,2,BOVA11.SA,243,0.03699381320180006,0.03586357919725846,3.055197360640315,2022-09-21,2023-09-11
regression,10,ridge,ridge,2,ITUB4.SA,243,0.04795880077581209,0.04855032705266235,-1.233405062848433,2022-09-21,2023-09-11
regression,10,ridge,ridge,2,JPM,244,0.04974191601581376,0.047504229816828496,4.498592692476633,2022-09-21,2023-09-11
regression,10,ridge,ridge,2,MSFT,244,0.047852312403460856,0.04924412673049267,-2.908562318361767,2022-09-21,2023-09-11
regression,10,ridge,ridge,2,NVDA,244,0.11324632434325183,0.11197751434879066,1.1203983898103165,2022-09-21,2023-09-11
regression,10,ridge,ridge,2,PETR4.SA,243,0.08465642475750637,0.08322413453106485,1.691886032919813,2022-09-21,2023-09-11
regression,10,ridge,ridge,2,SPY,244,0.02754785473942688,0.02674410868400099,2.917635739800667,2022-09-21,2023-09-11
regression,10,ridge,ridge,2,VALE3.SA,243,0.06005849547526166,0.060701173198391425,-1.070086285119292,2022-09-21,2023-09-11
regression,10,ridge,ridge,2,WEGE3.SA,242,0.05829932742017956,0.05542300414610413,4.933716050178366,2022-09-21,2023-09-11
regression,10,ridge,ridge,3,AAPL,245,0.04856649805105333,0.04772274320381887,1.7373186890014167,2023-09-12,2024-09-02
regression,10,ridge,ridge,3,BOVA11.SA,244,0.030733790259772235,0.030053747208388625,2.2126885282799824,2023-09-12,2024-09-02
regression,10,ridge,ridge,3,ITUB4.SA,244,0.042081343186797696,0.03974601913818686,5.549547309467787,2023-09-12,2024-09-02
regression,10,ridge,ridge,3,JPM,245,0.03984404721634923,0.0396799405519834,0.41187247739856203,2023-09-12,2024-09-02
regression,10,ridge,ridge,3,MSFT,245,0.04077069827327148,0.0404611248186199,0.7593037837532731,2023-09-12,2024-09-02
regression,10,ridge,ridge,3,NVDA,245,0.10763502815042353,0.11184731900552683,-3.9134944520258634,2023-09-12,2024-09-02
regression,10,ridge,ridge,3,PETR4.SA,244,0.057185562428717286,0.058427653539175624,-2.172036188341461,2023-09-12,2024-09-02
regression,10,ridge,ridge,3,SPY,245,0.02745658762307042,0.027349408182170788,0.3903596556535455,2023-09-12,2024-09-02
regression,10,ridge,ridge,3,VALE3.SA,243,0.043382664714803745,0.04233604542837725,2.4125288137714316,2023-09-12,2024-09-02
regression,10,ridge,ridge,3,WEGE3.SA,244,0.04820463123688014,0.048697300955822864,-1.02203814509382,2023-09-12,2024-09-02
regression,10,ridge,ridge,4,AAPL,246,0.05927180362848336,0.05840894081724324,1.455772826905287,2024-09-03,2025-08-26
regression,10,ridge,ridge,4,BOVA11.SA,244,0.028189567431757726,0.028180911754510325,0.03070525033189763,2024-09-03,2025-08-26
regression,10,ridge,ridge,4,ITUB4.SA,244,0.042731444157970824,0.042114860588890995,1.4429270557775324,2024-09-03,2025-08-26
regression,10,ridge,ridge,4,JPM,246,0.053151003218195034,0.051947613303901026,2.2640963320181595,2024-09-03,2025-08-26
regression,10,ridge,ridge,4,MSFT,246,0.04593558688857522,0.0460856575599768,-0.3266980604070759,2024-09-03,2025-08-26
regression,10,ridge,ridge,4,NVDA,246,0.0833346173610075,0.08274384084263221,0.7089208987617123,2024-09-03,2025-08-26
regression,10,ridge,ridge,4,PETR4.SA,244,0.05290773366172409,0.05357034147464526,-1.2523836631477785,2024-09-03,2025-08-26
regression,10,ridge,ridge,4,SPY,246,0.028980800366151777,0.029580510387990144,-2.0693356093049835,2024-09-03,2025-08-26
regression,10,ridge,ridge,4,VALE3.SA,244,0.04704190862751498,0.047382525495761864,-0.7240711063488994,2024-09-03,2025-08-26
regression,10,ridge,ridge,4,WEGE3.SA,244,0.05791420037361202,0.05666683302805566,2.1538195080125977,2024-09-03,2025-08-26
regression,10,ridge,ridge,5,AAPL,246,0.050817512205849874,0.04996129774898269,1.6848807029333888,2025-08-27,2026-08-19
regression,10,ridge,ridge,5,BOVA11.SA,243,0.04036869726794935,0.03995330955807614,1.0289846786881782,2025-08-27,2026-08-19
regression,10,ridge,ridge,5,ITUB4.SA,245,0.054884372312126756,0.055741114651073925,-1.5609950571628775,2025-08-27,2026-08-19
regression,10,ridge,ridge,5,JPM,245,0.039595569440334176,0.040190891878877255,-1.5035077079524248,2025-08-27,2026-08-19
regression,10,ridge,ridge,5,MSFT,246,0.07463548577448667,0.0741310702847993,0.6758386904742263,2025-08-27,2026-08-19
regression,10,ridge,ridge,5,NVDA,246,0.0617851890769333,0.06142204764525802,0.5877483537731057,2025-08-27,2026-08-19
regression,10,ridge,ridge,5,PETR4.SA,245,0.06554281414674491,0.06191557118766815,5.534158101535997,2025-08-27,2026-08-19
regression,10,ridge,ridge,5,SPY,246,0.024758922748273997,0.02409613800839972,2.6769530589552013,2025-08-27,2026-08-19
regression,10,ridge,ridge,5,VALE3.SA,245,0.05743578247677212,0.05542177234613302,3.506542513725822,2025-08-27,2026-08-19
regression,10,ridge,ridge,5,WEGE3.SA,245,0.06463129695134134,0.06506591379891251,-0.6724557111988217,2025-08-27,2026-08-19
classification,10,logistic,logistic,1,AAPL,245,0.7259331220919946,0.7071175737613195,2.591912086398876,2021-09-30,2022-09-20
classification,10,logistic,logistic,1,BOVA11.SA,243,0.7260068049324502,0.7211346134979151,0.6710944582659144,2021-09-30,2022-09-20
classification,10,logistic,logistic,1,ITUB4.SA,243,0.7191836998860629,0.7142339372552229,0.688247332583342,2021-09-30,2022-09-20
classification,10,logistic,logistic,1,JPM,245,0.7320237520702991,0.7607099534931854,-3.91875281939368,2021-09-30,2022-09-20
classification,10,logistic,logistic,1,MSFT,245,0.8843403676130035,0.7403656813075155,16.280460734151724,2021-09-30,2022-09-20
classification,10,logistic,logistic,1,NVDA,245,0.7981086583337474,0.7843276860961781,1.7267037631618483,2021-09-30,2022-09-20
classification,10,logistic,logistic,1,PETR4.SA,243,0.6847323976753343,0.6885511404210494,-0.5576985635088479,2021-09-30,2022-09-20
classification,10,logistic,logistic,1,SPY,245,0.8063628656684902,0.7206153579979054,10.633861171111654,2021-09-30,2022-09-20
classification,10,logistic,logistic,1,VALE3.SA,243,0.7200506336850485,0.7305211426019568,-1.4541350881566033,2021-09-30,2022-09-20
classification,10,logistic,logistic,1,WEGE3.SA,243,0.7207154810227833,0.7328746151624453,-1.6870921271743433,2021-09-30,2022-09-20
classification,10,logistic,logistic,2,AAPL,244,0.6535781110821574,0.6584107603273344,-0.7394141822123429,2022-09-21,2023-09-11
classification,10,logistic,logistic,2,BOVA11.SA,243,0.7087343909669,0.6997575897441319,1.2665959684165176,2022-09-21,2023-09-11
classification,10,logistic,logistic,2,ITUB4.SA,243,0.694253712083891,0.6986450827873925,-0.6325311088824035,2022-09-21,2023-09-11
classification,10,logistic,logistic,2,JPM,244,0.6937454583159492,0.6685057739343914,3.6381765212310895,2022-09-21,2023-09-11
classification,10,logistic,logistic,2,MSFT,244,0.6626441655581751,0.6645181300403361,-0.28280102346974023,2022-09-21,2023-09-11
classification,10,logistic,logistic,2,NVDA,244,0.6409121962710218,0.6423073244590531,-0.21767852073162605,2022-09-21,2023-09-11
classification,10,logistic,logistic,2,PETR4.SA,243,0.7107812872726785,0.6656401270828155,6.3509213028206,2022-09-21,2023-09-11
classification,10,logistic,logistic,2,SPY,244,0.6786529009806661,0.6657090262153028,1.907289388531185,2022-09-21,2023-09-11
classification,10,logistic,logistic,2,VALE3.SA,243,0.692866616611226,0.7057881193531399,-1.8649336585319027,2022-09-21,2023-09-11
classification,10,logistic,logistic,2,WEGE3.SA,242,0.7122745191942651,0.7085576760530435,0.52182733497558,2022-09-21,2023-09-11
classification,10,logistic,logistic,3,AAPL,245,0.7171572392174227,0.6905957340789792,3.7037212602675456,2023-09-12,2024-09-02
classification,10,logistic,logistic,3,BOVA11.SA,244,0.6938700216341863,0.7029600629017968,-1.3100495747318541,2023-09-12,2024-09-02
classification,10,logistic,logistic,3,ITUB4.SA,244,0.6815727818227623,0.6676184412770039,2.0473735040357157,2023-09-12,2024-09-02
classification,10,logistic,logistic,3,JPM,245,0.6799396981853155,0.6429920006768041,5.433966807221406,2023-09-12,2024-09-02
classification,10,logistic,logistic,3,MSFT,245,0.6700877185489584,0.6723890408358109,-0.3434359745968519,2023-09-12,2024-09-02
classification,10,logistic,logistic,3,NVDA,245,0.6502275306716885,0.6686158437849504,-2.8279813212871376,2023-09-12,2024-09-02
classification,10,logistic,logistic,3,PETR4.SA,244,0.6281928505014298,0.6706024660288492,-6.7510503332802365,2023-09-12,2024-09-02
classification,10,logistic,logistic,3,SPY,245,0.6215067830092162,0.6422256622531449,-3.3336529560645904,2023-09-12,2024-09-02
classification,10,logistic,logistic,3,VALE3.SA,243,0.7071443317330443,0.7201391192412988,-1.8376428863408114,2023-09-12,2024-09-02
classification,10,logistic,logistic,3,WEGE3.SA,244,0.6487013896351124,0.6484431387193104,0.0398104459044351,2023-09-12,2024-09-02
classification,10,logistic,logistic,4,AAPL,246,0.7386557878501282,0.7029925452578444,4.828127414540725,2024-09-03,2025-08-26
classification,10,logistic,logistic,4,BOVA11.SA,244,0.6827703897408037,0.7151353447774074,-4.740239987397544,2024-09-03,2025-08-26
classification,10,logistic,logistic,4,ITUB4.SA,244,0.6911806226959781,0.6968695383426018,-0.8230722129381772,2024-09-03,2025-08-26
classification,10,logistic,logistic,4,JPM,246,0.6667034872056536,0.656269700725046,1.56498153689561,2024-09-03,2025-08-26
classification,10,logistic,logistic,4,MSFT,246,0.693788637051313,0.6819092997693708,1.7122415455564222,2024-09-03,2025-08-26
classification,10,logistic,logistic,4,NVDA,246,0.6692404690341428,0.6646094454592956,0.6919819988666847,2024-09-03,2025-08-26
classification,10,logistic,logistic,4,PETR4.SA,244,0.6804248653480801,0.7126263236218594,-4.732551662012854,2024-09-03,2025-08-26
classification,10,logistic,logistic,4,SPY,246,0.6024882631089375,0.6378648725417169,-5.871750803945997,2024-09-03,2025-08-26
classification,10,logistic,logistic,4,VALE3.SA,244,0.7006710594409062,0.7064482692520212,-0.8245252509394105,2024-09-03,2025-08-26
classification,10,logistic,logistic,4,WEGE3.SA,244,0.7497374168916393,0.7526784972560423,-0.3922813905429068,2024-09-03,2025-08-26
classification,10,logistic,logistic,5,AAPL,246,0.6935829941915861,0.6771384968304158,2.370948754350205,2025-08-27,2026-08-19
classification,10,logistic,logistic,5,BOVA11.SA,243,0.6999301032460967,0.6626736330006809,5.322884395546042,2025-08-27,2026-08-19
classification,10,logistic,logistic,5,ITUB4.SA,245,0.6762326627902836,0.6843955610487477,-1.2071138688838479,2025-08-27,2026-08-19
classification,10,logistic,logistic,5,JPM,245,0.6798460427559804,0.6842660929895237,-0.6501545872982023,2025-08-27,2026-08-19
classification,10,logistic,logistic,5,MSFT,246,0.7146785760692874,0.7190424525086323,-0.610606863766098,2025-08-27,2026-08-19
classification,10,logistic,logistic,5,NVDA,246,0.705061857233527,0.7184777099266658,-1.9027908765025279,2025-08-27,2026-08-19
classification,10,logistic,logistic,5,PETR4.SA,245,0.7493973376033013,0.6811873681534185,9.10197648526878,2025-08-27,2026-08-19
classification,10,logistic,logistic,5,SPY,246,0.6990821756628031,0.6817923696433708,2.4732151128069835,2025-08-27,2026-08-19
classification,10,logistic,logistic,5,VALE3.SA,245,0.7283281078113065,0.6471388365647692,11.147348341466401,2025-08-27,2026-08-19
classification,10,logistic,logistic,5,WEGE3.SA,245,0.6755177905378743,0.6952677137739008,-2.923671813336086,2025-08-27,2026-08-19
regression,20,ridge,ridge,1,AAPL,245,0.09126709108558848,0.08983260627726819,1.571743759177176,2021-09-16,2022-09-06
regression,20,ridge,ridge,1,BOVA11.SA,244,0.0689035509402867,0.0668956723135276,2.9140423089358314,2021-09-16,2022-09-06
regression,20,ridge,ridge,1,ITUB4.SA,244,0.09401871393142626,0.09449782663237659,-0.5095929107260244,2021-09-16,2022-09-06
regression,20,ridge,ridge,1,JPM,245,0.07082386925322712,0.07538739547010628,-6.443486165042058,2021-09-16,2022-09-06
regression,20,ridge,ridge,1,MSFT,245,0.09085641166772224,0.08273750772186969,8.935972483202171,2021-09-16,2022-09-06
regression,20,ridge,ridge,1,NVDA,245,0.20159462334591768,0.1978142973994336,1.8752116915327637,2021-09-16,2022-09-06
regression,20,ridge,ridge,1,PETR4.SA,244,0.12366167347501805,0.12250886503536197,0.9322277527555611,2021-09-16,2022-09-06
regression,20,ridge,ridge,1,SPY,245,0.06215308763163151,0.0610683194363933,1.7453166633770538,2021-09-16,2022-09-06
regression,20,ridge,ridge,1,VALE3.SA,244,0.10932204691253436,0.10831892725333316,0.9175822146870095,2021-09-16,2022-09-06
regression,20,ridge,ridge,1,WEGE3.SA,244,0.11101772957603236,0.10158659141783141,8.495163965447404,2021-09-16,2022-09-06
regression,20,ridge,ridge,2,AAPL,245,0.07202882497212727,0.07109118949278395,1.3017503474562502,2022-09-07,2023-08-28
regression,20,ridge,ridge,2,BOVA11.SA,243,0.04864803837369803,0.04831626797558409,0.681981040150869,2022-09-07,2023-08-28
regression,20,ridge,ridge,2,ITUB4.SA,243,0.06622018020232777,0.06726249688964768,-1.574016688168528,2022-09-07,2023-08-28
regression,20,ridge,ridge,2,JPM,245,0.07904773494440459,0.0756993758520274,4.235869749755807,2022-09-07,2023-08-28
regression,20,ridge,ridge,2,MSFT,245,0.06420706322901758,0.06605969585633335,-2.8854031537117577,2022-09-07,2023-08-28
regression,20,ridge,ridge,2,NVDA,245,0.17782056660270842,0.17794901621038026,-0.07223551815511749,2022-09-07,2023-08-28
regression,20,ridge,ridge,2,PETR4.SA,243,0.12291491107413423,0.11773240374999953,4.216337366106009,2022-09-07,2023-08-28
regression,20,ridge,ridge,2,SPY,245,0.040842205666833595,0.041074532496524194,-0.5688400660478108,2022-09-07,2023-08-28
regression,20,ridge,ridge,2,VALE3.SA,243,0.08006546858524786,0.08294005944912632,-3.5903004312249753,2022-09-07,2023-08-28
regression,20,ridge,ridge,2,WEGE3.SA,242,0.0860764327613326,0.07953719919416276,7.597008097793069,2022-09-07,2023-08-28
regression,20,ridge,ridge,3,AAPL,245,0.06683701289618131,0.06622886881778134,0.9098911696496805,2023-08-29,2024-08-19
regression,20,ridge,ridge,3,BOVA11.SA,243,0.04500395059547519,0.04321514953098942,3.974764528040392,2023-08-29,2024-08-19
regression,20,ridge,ridge,3,ITUB4.SA,243,0.06649535130938983,0.05774839900494444,13.154231284150278,2023-08-29,2024-08-19
regression,20,ridge,ridge,3,JPM,245,0.05337030800490593,0.05232447212356707,1.9595837469079664,2023-08-29,2024-08-19
regression,20,ridge,ridge,3,MSFT,245,0.058013647932659326,0.057544374052127666,0.8089025552683415,2023-08-29,2024-08-19
regression,20,ridge,ridge,3,NVDA,245,0.1548157087097879,0.16385510704636796,-5.838812102410753,2023-08-29,2024-08-19
regression,20,ridge,ridge,3,PETR4.SA,243,0.06667097302817947,0.07234238633309437,-8.506570471857058,2023-08-29,2024-08-19
regression,20,ridge,ridge,3,SPY,245,0.03678663711925204,0.03556858665681844,3.3111220753476944,2023-08-29,2024-08-19
regression,20,ridge,ridge,3,VALE3.SA,242,0.06418449368539494,0.061399757153774145,4.338643762261944,2023-08-29,2024-08-19
regression,20,ridge,ridge,3,WEGE3.SA,243,0.0803602114807029,0.08067558857062586,-0.39245428068428595,2023-08-29,2024-08-19
regression,20,ridge,ridge,4,AAPL,245,0.07500704964400258,0.07314204183238994,2.4864433682758014,2024-08-20,2025-08-12
regression,20,ridge,ridge,4,BOVA11.SA,244,0.03479380604642323,0.03619688140572123,-4.032543486119227,2024-08-20,2025-08-12
regression,20,ridge,ridge,4,ITUB4.SA,244,0.06467274835192209,0.0620390498393373,4.072346667955571,2024-08-20,2025-08-12
regression,20,ridge,ridge,4,JPM,245,0.07391372456391238,0.07168320935129126,3.0177280684758565,2024-08-20,2025-08-12
regression,20,ridge,ridge,4,MSFT,245,0.06842416624735351,0.06626847525150034,3.150481933620262,2024-08-20,2025-08-12
regression,20,ridge,ridge,4,NVDA,245,0.12008616972058961,0.11793729605932193,1.7894430859669894,2024-08-20,2025-08-12
regression,20,ridge,ridge,4,PETR4.SA,244,0.06308072252908091,0.06278016782604712,0.4764604636467716,2024-08-20,2025-08-12
regression,20,ridge,ridge,4,SPY,245,0.039642634006776034,0.04038115854052147,-1.8629552557461233,2024-08-20,2025-08-12
regression,20,ridge,ridge,4,VALE3.SA,244,0.05862415419518541,0.05839391862199292,0.3927315905077863,2024-08-20,2025-08-12
regression,20,ridge,ridge,4,WEGE3.SA,244,0.07696207583091506,0.0721001879991201,6.317251424554195,2024-08-20,2025-08-12
regression,20,ridge,ridge,5,AAPL,246,0.06908748242163862,0.06923131054859023,-0.20818261414395767,2025-08-13,2026-08-05
regression,20,ridge,ridge,5,BOVA11.SA,243,0.061756486317023726,0.0595028212933336,3.6492766316416634,2025-08-13,2026-08-05
regression,20,ridge,ridge,5,ITUB4.SA,245,0.08274058600604811,0.08270299668520718,0.04543032948567724,2025-08-13,2026-08-05
regression,20,ridge,ridge,5,JPM,245,0.05224337189020849,0.05360092398775503,-2.5985154641233623,2025-08-13,2026-08-05
regression,20,ridge,ridge,5,MSFT,246,0.10367519263305354,0.10173406958773584,1.8723119735963063,2025-08-13,2026-08-05
regression,20,ridge,ridge,5,NVDA,246,0.07905641581906458,0.07464161340113651,5.584369557092215,2025-08-13,2026-08-05
regression,20,ridge,ridge,5,PETR4.SA,245,0.10756201307453615,0.1011724350008118,5.940366762470903,2025-08-13,2026-08-05
regression,20,ridge,ridge,5,SPY,246,0.0336262541410625,0.0331942303970104,1.2847810589896722,2025-08-13,2026-08-05
regression,20,ridge,ridge,5,VALE3.SA,245,0.08835069344243131,0.08374126956520286,5.217190378060714,2025-08-13,2026-08-05
regression,20,ridge,ridge,5,WEGE3.SA,245,0.08820943915394468,0.09173791944430683,-4.000116454888898,2025-08-13,2026-08-05
classification,20,logistic,logistic,1,AAPL,245,0.788538729769639,0.73035548829277,7.378615568301444,2021-09-16,2022-09-06
classification,20,logistic,logistic,1,BOVA11.SA,244,0.7473056399405614,0.7234909088246593,3.1867458029349693,2021-09-16,2022-09-06
classification,20,logistic,logistic,1,ITUB4.SA,244,0.7144478805610014,0.7510286983110557,-5.120152042627681,2021-09-16,2022-09-06
classification,20,logistic,logistic,1,JPM,245,0.7904541446190949,0.8268202700280091,-4.6006622466934255,2021-09-16,2022-09-06
classification,20,logistic,logistic,1,MSFT,245,1.0841828980208754,0.8164744876303217,24.69218163090773,2021-09-16,2022-09-06
classification,20,logistic,logistic,1,NVDA,245,0.8949901445836657,0.8332010064008228,6.903890345249118,2021-09-16,2022-09-06
classification,20,logistic,logistic,1,PETR4.SA,244,0.6170697187176429,0.6263923509622675,-1.510790752137105,2021-09-16,2022-09-06
classification,20,logistic,logistic,1,SPY,245,0.9449743107939208,0.7647545121640181,19.07139660532051,2021-09-16,2022-09-06
classification,20,logistic,logistic,1,VALE3.SA,244,0.7642698803597915,0.7160979289721671,6.303002725286879,2021-09-16,2022-09-06
classification,20,logistic,logistic,1,WEGE3.SA,244,0.7809973325094306,0.7572496401553652,3.0406880235763953,2021-09-16,2022-09-06
classification,20,logistic,logistic,2,AAPL,245,0.652826784929942,0.6601287754262098,-1.1185188268663806,2022-09-07,2023-08-28
classification,20,logistic,logistic,2,BOVA11.SA,243,0.7220028688379805,0.7043893138392997,2.439540860416347,2022-09-07,2023-08-28
classification,20,logistic,logistic,2,ITUB4.SA,243,0.6934798784471293,0.6938517253843255,-0.053620436403839004,2022-09-07,2023-08-28
classification,20,logistic,logistic,2,JPM,245,0.6590077112828003,0.6516183344108136,1.1212883772790483,2022-09-07,2023-08-28
classification,20,logistic,logistic,2,MSFT,245,0.644199351577692,0.653093006595509,-1.3805749720231313,2022-09-07,2023-08-28
classification,20,logistic,logistic,2,NVDA,245,0.5841621299417221,0.5963571845687559,-2.087614722346065,2022-09-07,2023-08-28
classification,20,logistic,logistic,2,PETR4.SA,243,0.7335845623516121,0.6455987114545627,11.993961625228032,2022-09-07,2023-08-28
classification,20,logistic,logistic,2,SPY,245,0.6679614455217537,0.6561447509339134,1.7690683597179944,2022-09-07,2023-08-28
classification,20,logistic,logistic,2,VALE3.SA,243,0.6399247319606552,0.7254873534540014,-13.370732090818272,2022-09-07,2023-08-28
classification,20,logistic,logistic,2,WEGE3.SA,242,0.7416390655402638,0.7224596814358067,2.5860806146296267,2022-09-07,2023-08-28
classification,20,logistic,logistic,3,AAPL,245,0.6859026874059138,0.6684986184495374,2.537396233596723,2023-08-29,2024-08-19
classification,20,logistic,logistic,3,BOVA11.SA,243,0.6974622394248856,0.6893645888624091,1.1610163396306068,2023-08-29,2024-08-19
classification,20,logistic,logistic,3,ITUB4.SA,243,0.7004041834370831,0.6285450986903054,10.259659557449341,2023-08-29,2024-08-19
classification,20,logistic,logistic,3,JPM,245,0.6472234383554876,0.6252073621475438,3.401619116866938,2023-08-29,2024-08-19
classification,20,logistic,logistic,3,MSFT,245,0.6632498479393135,0.65136351261034,1.7921354020515545,2023-08-29,2024-08-19
classification,20,logistic,logistic,3,NVDA,245,0.6113971066766786,0.6449081812247552,-5.4810652818149705,2023-08-29,2024-08-19
classification,20,logistic,logistic,3,PETR4.SA,243,0.5993485169339864,0.6459467992657947,-7.774822330450638,2023-08-29,2024-08-19
classification,20,logistic,logistic,3,SPY,245,0.5740682787097088,0.6096350200078191,-6.195559416390518,2023-08-29,2024-08-19
classification,20,logistic,logistic,3,VALE3.SA,242,0.6998518975489147,0.7305873780280516,-4.39171210177203,2023-08-29,2024-08-19
classification,20,logistic,logistic,3,WEGE3.SA,243,0.6625996898555659,0.6461870305374198,2.4770098099085764,2023-08-29,2024-08-19
classification,20,logistic,logistic,4,AAPL,245,0.7313055549607365,0.6928768981960987,5.2548017041523805,2024-08-20,2025-08-12
classification,20,logistic,logistic,4,BOVA11.SA,244,0.6844222216981957,0.7256915225523868,-6.029801421671157,2024-08-20,2025-08-12
classification,20,logistic,logistic,4,ITUB4.SA,244,0.6969362518043735,0.691093772341888,0.8383090199941932,2024-08-20,2025-08-12
classification,20,logistic,logistic,4,JPM,245,0.678223579216945,0.6518719286190514,3.8853928712296226,2024-08-20,2025-08-12
classification,20,logistic,logistic,4,MSFT,245,0.7361600580741758,0.6949770198394731,5.594304904620767,2024-08-20,2025-08-12
classification,20,logistic,logistic,4,NVDA,245,0.6826919661007137,0.6895964881759764,-1.0113671198884628,2024-08-20,2025-08-12
classification,20,logistic,logistic,4,PETR4.SA,244,0.6726415021516989,0.716701594465199,-6.55030832509697,2024-08-20,2025-08-12
classification,20,logistic,logistic,4,SPY,245,0.5911262102112093,0.6177600912289698,-4.505616661498441,2024-08-20,2025-08-12
classification,20,logistic,logistic,4,VALE3.SA,244,0.7582326614493767,0.7215448825506161,4.838591208749991,2024-08-20,2025-08-12
classification,20,logistic,logistic,4,WEGE3.SA,244,0.7771433618425055,0.7893969233688941,-1.5767440253670792,2024-08-20,2025-08-12
classification,20,logistic,logistic,5,AAPL,246,0.6752976150485617,0.6671230238443538,1.2105168183690356,2025-08-13,2026-08-05
classification,20,logistic,logistic,5,BOVA11.SA,243,0.7185781553470485,0.6594753490407156,8.224965630605386,2025-08-13,2026-08-05
classification,20,logistic,logistic,5,ITUB4.SA,245,0.6743098579549397,0.6653573246114005,1.3276586776723986,2025-08-13,2026-08-05
classification,20,logistic,logistic,5,JPM,245,0.6679557900709706,0.674900715564956,-1.039728316936589,2025-08-13,2026-08-05
classification,20,logistic,logistic,5,MSFT,246,0.766363443071973,0.7373409721121815,3.7870374979598087,2025-08-13,2026-08-05
classification,20,logistic,logistic,5,NVDA,246,0.6641912488803536,0.6805904069547384,-2.4690415753036916,2025-08-13,2026-08-05
classification,20,logistic,logistic,5,PETR4.SA,245,0.7294190932393152,0.6659014116103125,8.707981764903321,2025-08-13,2026-08-05
classification,20,logistic,logistic,5,SPY,246,0.6115027520016364,0.6358703045555274,-3.9848639232004297,2025-08-13,2026-08-05
classification,20,logistic,logistic,5,VALE3.SA,245,0.8402041466503537,0.6471778266084338,22.973740466701923,2025-08-13,2026-08-05
classification,20,logistic,logistic,5,WEGE3.SA,245,0.6591339658337969,0.6620845611241469,-0.4476472831463863,2025-08-13,2026-08-05
