ticker,task,horizon,local_model,global_model,n,local_primary,global_primary,global_improvement_vs_local_pct,local_rmse,local_mae,local_directional_accuracy,global_rmse,global_mae,global_directional_accuracy,criterion,statistic,pvalue_two_sided,pvalue_global_better,hac_lags,qvalue_global_better,local_log_loss,local_brier,local_accuracy,global_log_loss,global_brier,global_accuracy
ITUB4.SA,regression,20,ridge,ridge,1219,0.07574999982208404,0.07415652329896492,2.1035993753950533,0.07574999982208404,0.06143655056971436,0.5151763740771124,0.07415652329896492,0.05983019000797353,0.5898277276456112,mse,-0.9252461661735619,0.35483787431144886,0.1774189371557245,19,0.276981557186727,,,,,,
JPM,regression,20,ridge,ridge,1225,0.06679156117017494,0.06657784442050493,0.3199756764563279,0.06679156117017494,0.05384800241458365,0.590204081632653,0.06657784442050493,0.05349626661603437,0.5991836734693877,mse,-0.20496734676200637,0.8375976368870353,0.4187988184435177,19,0.4653320204927975,,,,,,
MSFT,regression,20,ridge,ridge,1226,0.07898333854580807,0.0765250378720601,3.112429430065465,0.07898333854580807,0.06183381691197835,0.5252854812398042,0.0765250378720601,0.05935161328893357,0.5285481239804242,mse,-1.6235572077634384,0.10447034456261894,0.05223517228130953,19,0.2729485049634343,,,,,,
NVDA,regression,20,ridge,ridge,1226,0.15285888516330692,0.1530049725479715,-0.09557009689590146,0.15285888516330692,0.11729526206734728,0.6141924959216966,0.1530049725479715,0.1168080577908227,0.6223491027732463,mse,0.07411246545918568,0.9409208965381446,0.5295395517309277,19,0.5295395517309277,,,,,,
PETR4.SA,regression,20,ridge,ridge,1219,0.10040185463623165,0.09826824922919028,2.1250657318748605,0.10040185463623165,0.07544236696789036,0.5988515176374077,0.09826824922919028,0.07561280471508494,0.6218211648892535,mse,-1.0948442155775786,0.2735848917472383,0.13679244587361922,19,0.276981557186727,,,,,,
SPY,regression,20,ridge,ridge,1226,0.04377991354916482,0.043384078017652775,0.9041487280862802,0.04377991354916482,0.0346832694948133,0.6288743882544862,0.043384078017652775,0.03388105293968466,0.6517128874388255,mse,-0.6556188380953485,0.5120694016351985,0.25603470081759927,19,0.32004337602199906,,,,,,
VALE3.SA,regression,20,ridge,ridge,1218,0.08216003420757642,0.08102824947405017,1.3775368333791205,0.08216003420757642,0.06566497881230565,0.48357963875205257,0.08102824947405017,0.06489742647802728,0.5295566502463054,mse,-0.9784081083682256,0.32787251950304963,0.16393625975152487,19,0.276981557186727,,,,,,
WEGE3.SA,regression,20,ridge,ridge,1218,0.08933759577563188,0.08577307454584913,3.9899453291030067,0.08933759577563188,0.07157244278092612,0.5221674876847291,0.08577307454584913,0.06785016086089378,0.5229885057471264,mse,-1.5918493661460076,0.11141855487817387,0.055709277439086935,19,0.2729485049634343,,,,,,
AAPL,classification,20,logistic,logistic,1226,0.7067486001494069,0.6837829608931827,3.2494778555442836,,,,,,,log_loss,-1.6770626761311431,0.09353022637774577,0.04676511318887294,19,0.2338255659443647,0.7067486001494069,0.2543776910347399,0.5921696574225123,0.6837829608931827,0.24503377302913318,0.5954323001631321
BOVA11.SA,classification,20,logistic,logistic,1217,0.7139573634322645,0.7005219568031293,1.8818219850756925,,,,,,,log_loss,-0.9408893596708439,0.34676156091941346,0.17338078045970673,19,0.3189525000967896,0.7139573634322645,0.2599364060347311,0.48890714872637636,0.7005219568031293,0.253471926633051,0.5406737880032868
ITUB4.SA,classification,20,logistic,logistic,1219,0.6958962022428018,0.685999061213492,1.4222151230905362,,,,,,,log_loss,-0.48936050479244536,0.6245864923415332,0.31229324617076665,19,0.417423127355191,0.6958962022428018,0.2513054915179386,0.5438884331419196,0.685999061213492,0.24584979735458617,0.5898277276456112
JPM,classification,20,logistic,logistic,1225,0.6885729327090596,0.6860837221540748,0.3615028178920029,,,,,,,log_loss,-0.3168444566467508,0.7513616292393439,0.3756808146196719,19,0.417423127355191,0.6885729327090596,0.2473911670548644,0.5893877551020408,0.6860837221540748,0.24605608271663976,0.5991836734693877
MSFT,classification,20,logistic,logistic,1226,0.7788209503431153,0.7106715706974954,8.750326967398108,,,,,,,log_loss,-2.4671675510004634,0.013618661643104879,0.0068093308215524395,19,0.0680933082155244,0.7788209503431153,0.28209346845613414,0.5220228384991843,0.7106715706974954,0.25825143019795105,0.5285481239804242
NVDA,classification,20,logistic,logistic,1226,0.687467518200447,0.6889238506538268,-0.21184018369215515,,,,,,,log_loss,0.09150160515171503,0.9270940308619355,0.5364529845690322,19,0.5364529845690322,0.687467518200447,0.2443876565253205,0.6190864600326265,0.6889238506538268,0.2467431348910783,0.6215334420880914
PETR4.SA,classification,20,logistic,logistic,1219,0.6704675586564005,0.6601364459670839,1.5408818153737245,,,,,,,log_loss,-0.4237334849481166,0.671760191899921,0.3358800959499605,19,0.417423127355191,0.6704675586564005,0.23791884168628621,0.593929450369155,0.6601364459670839,0.23379482075349103,0.6218211648892535
SPY,classification,20,logistic,logistic,1226,0.6778724201267273,0.6568158373839039,3.1062751806434172,,,,,,,log_loss,-1.0156921934422944,0.3097759866575549,0.1548879933287775,19,0.3189525000967896,0.6778724201267273,0.23928568248090962,0.6549755301794453,0.6568158373839039,0.23189574151822295,0.6549755301794453
VALE3.SA,classification,20,logistic,logistic,1218,0.7407278367849345,0.7080779851418196,4.407806757314363,,,,,,,log_loss,-1.1523234463959868,0.24918818571899237,0.12459409285949613,19,0.3189525000967896,0.7407278367849345,0.2722473171717096,0.451559934318555,0.7080779851418196,0.25707040797254804,0.5295566502463054
WEGE3.SA,classification,20,logistic,logistic,1218,0.7242713707280779,0.715477151316415,1.2142160752291615,,,,,,,log_loss,-0.8728533794484121,0.3827430001161476,0.19137150005807374,19,0.3189525000967896,0.7242713707280779,0.2642819753733804,0.5246305418719212,0.715477151316415,0.2605668928475509,0.5238095238095238
